level_0,owner,repo,action,month_start,month_end,time,intervention,time_after_intervention,merged,nonmerged,comments_merged,comments_nonmerged,close_time_merged,close_time_nonmerged,commits_merged,commits_nonmerged,lang,total_number_pr_authors,commits,opened,age_at_bot,name,index,bot_comments,action_primary_category,action_secondary_category,total_number_issues
0,0install,0install,actions/checkout,2019-09-20,2019-10-20,1,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,13,3316,0,90,0install/0install,1,0,Utilities,,52
1,0install,0install,actions/checkout,2019-10-20,2019-11-20,2,False,0.0,3,1,0.0,0.0,24.0,1512.0,1.0,0.0,Python,13,3316,3,90,0install/0install,2,0,Utilities,,52
2,0install,0install,actions/checkout,2019-11-20,2019-12-20,3,False,0.0,7,1,0.0,8.0,24.0,12360.0,2.0,2.0,Python,13,3316,8,90,0install/0install,3,0,Utilities,,52
3,0install,0install,actions/checkout,2019-12-20,2020-01-20,4,False,0.0,10,0,0.0,0.0,0.0,0.0,1.0,0.0,Python,13,3316,9,90,0install/0install,4,0,Utilities,,52
4,0install,0install,actions/checkout,2020-01-20,2020-02-20,5,False,0.0,4,0,0.0,0.0,0.0,0.0,2.5,0.0,Python,13,3316,4,90,0install/0install,5,0,Utilities,,52
5,0install,0install,actions/checkout,2020-02-20,2020-03-20,6,False,0.0,3,0,0.0,0.0,0.0,0.0,1.0,0.0,Python,13,3316,3,90,0install/0install,6,0,Utilities,,52
7,0install,0install,actions/checkout,2020-04-20,2020-05-21,8,True,1.0,8,1,0.0,1.0,0.0,24.0,1.0,1.0,Python,13,3316,8,90,0install/0install,8,0,Utilities,,52
8,0install,0install,actions/checkout,2020-05-21,2020-06-20,9,True,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,13,3316,1,90,0install/0install,9,0,Utilities,,52
9,0install,0install,actions/checkout,2020-06-20,2020-07-21,10,True,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,13,3316,0,90,0install/0install,10,0,Utilities,,52
10,0install,0install,actions/checkout,2020-07-21,2020-08-21,11,True,4.0,2,0,0.5,0.0,588.0,0.0,1.5,0.0,Python,13,3316,1,90,0install/0install,11,0,Utilities,,52
11,0install,0install,actions/checkout,2020-08-21,2020-09-20,12,True,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,13,3316,0,90,0install/0install,12,0,Utilities,,52
12,0install,0install,actions/checkout,2020-09-20,2020-10-21,13,True,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,13,3316,1,90,0install/0install,13,0,Utilities,,52
39,0xd4d,dnlib,actions/checkout,2019-03-11,2019-04-08,1,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C#,27,1965,0,65,0xd4d/dnlib,1,0,Utilities,,0
40,0xd4d,dnlib,actions/checkout,2019-04-08,2019-05-09,2,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C#,27,1965,0,65,0xd4d/dnlib,2,0,Utilities,,0
41,0xd4d,dnlib,actions/checkout,2019-05-09,2019-06-08,3,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C#,27,1965,0,65,0xd4d/dnlib,3,0,Utilities,,0
42,0xd4d,dnlib,actions/checkout,2019-06-08,2019-07-09,4,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C#,27,1965,1,65,0xd4d/dnlib,4,0,Utilities,,0
43,0xd4d,dnlib,actions/checkout,2019-07-09,2019-08-08,5,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C#,27,1965,0,65,0xd4d/dnlib,5,0,Utilities,,0
44,0xd4d,dnlib,actions/checkout,2019-08-08,2019-09-08,6,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C#,27,1965,0,65,0xd4d/dnlib,6,0,Utilities,,0
46,0xd4d,dnlib,actions/checkout,2019-10-09,2019-11-09,8,True,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C#,27,1965,0,65,0xd4d/dnlib,8,0,Utilities,,0
47,0xd4d,dnlib,actions/checkout,2019-11-09,2019-12-09,9,True,2.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,C#,27,1965,1,65,0xd4d/dnlib,9,0,Utilities,,0
48,0xd4d,dnlib,actions/checkout,2019-12-09,2020-01-09,10,True,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C#,27,1965,0,65,0xd4d/dnlib,10,0,Utilities,,0
49,0xd4d,dnlib,actions/checkout,2020-01-09,2020-02-09,11,True,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C#,27,1965,0,65,0xd4d/dnlib,11,0,Utilities,,0
50,0xd4d,dnlib,actions/checkout,2020-02-09,2020-03-09,12,True,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C#,27,1965,0,65,0xd4d/dnlib,12,0,Utilities,,0
51,0xd4d,dnlib,actions/checkout,2020-03-09,2020-04-09,13,True,6.0,1,0,15.0,0.0,168.0,0.0,1.0,0.0,C#,27,1965,1,65,0xd4d/dnlib,13,0,Utilities,,0
65,29th,personnel-api,actions/checkout,2019-08-05,2019-09-05,1,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHP,3,589,0,63,29th/personnel-api,1,0,Utilities,,1
66,29th,personnel-api,actions/checkout,2019-09-05,2019-10-06,2,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHP,3,589,0,63,29th/personnel-api,2,0,Utilities,,1
67,29th,personnel-api,actions/checkout,2019-10-06,2019-11-05,3,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHP,3,589,0,63,29th/personnel-api,3,0,Utilities,,1
68,29th,personnel-api,actions/checkout,2019-11-05,2019-12-06,4,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHP,3,589,0,63,29th/personnel-api,4,0,Utilities,,1
69,29th,personnel-api,actions/checkout,2019-12-06,2020-01-05,5,False,0.0,3,0,0.0,0.0,0.0,0.0,1.0,0.0,PHP,3,589,2,63,29th/personnel-api,5,0,Utilities,,1
70,29th,personnel-api,actions/checkout,2020-01-05,2020-02-05,6,False,0.0,1,0,0.0,0.0,0.0,0.0,2.0,0.0,PHP,3,589,1,63,29th/personnel-api,6,0,Utilities,,1
72,29th,personnel-api,actions/checkout,2020-03-06,2020-04-06,8,True,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHP,3,589,0,63,29th/personnel-api,8,0,Utilities,,1
73,29th,personnel-api,actions/checkout,2020-04-06,2020-05-06,9,True,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHP,3,589,0,63,29th/personnel-api,9,0,Utilities,,1
74,29th,personnel-api,actions/checkout,2020-05-06,2020-06-06,10,True,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHP,3,589,0,63,29th/personnel-api,10,0,Utilities,,1
75,29th,personnel-api,actions/checkout,2020-06-06,2020-07-06,11,True,4.0,1,0,0.0,0.0,24.0,0.0,1.0,0.0,PHP,3,589,1,63,29th/personnel-api,11,0,Utilities,,1
76,29th,personnel-api,actions/checkout,2020-07-06,2020-08-06,12,True,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHP,3,589,0,63,29th/personnel-api,12,0,Utilities,,1
77,29th,personnel-api,actions/checkout,2020-08-06,2020-09-06,13,True,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHP,3,589,0,63,29th/personnel-api,13,0,Utilities,,1
91,a2lix,TranslationFormBundle,actions/checkout,2019-06-02,2019-07-03,1,False,0.0,4,2,1.5,2.0,1728.0,1464.0,1.0,1.0,PHP,68,207,1,89,a2lix/TranslationFormBundle,1,0,Utilities,,219
92,a2lix,TranslationFormBundle,actions/checkout,2019-07-03,2019-08-02,2,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHP,68,207,0,89,a2lix/TranslationFormBundle,2,0,Utilities,,219
93,a2lix,TranslationFormBundle,actions/checkout,2019-08-02,2019-09-02,3,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHP,68,207,0,89,a2lix/TranslationFormBundle,3,0,Utilities,,219
94,a2lix,TranslationFormBundle,actions/checkout,2019-09-02,2019-10-03,4,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHP,68,207,1,89,a2lix/TranslationFormBundle,4,0,Utilities,,219
95,a2lix,TranslationFormBundle,actions/checkout,2019-10-03,2019-11-02,5,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHP,68,207,1,89,a2lix/TranslationFormBundle,5,0,Utilities,,219
96,a2lix,TranslationFormBundle,actions/checkout,2019-11-02,2019-12-03,6,False,0.0,2,0,1.0,0.0,528.0,0.0,1.5,0.0,PHP,68,207,0,89,a2lix/TranslationFormBundle,6,0,Utilities,,219
98,a2lix,TranslationFormBundle,actions/checkout,2020-01-03,2020-02-03,8,True,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHP,68,207,1,89,a2lix/TranslationFormBundle,8,0,Utilities,,219
99,a2lix,TranslationFormBundle,actions/checkout,2020-02-03,2020-03-03,9,True,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHP,68,207,0,89,a2lix/TranslationFormBundle,9,0,Utilities,,219
100,a2lix,TranslationFormBundle,actions/checkout,2020-03-03,2020-04-03,10,True,3.0,0,2,0.0,1.5,0.0,36.0,0.0,1.0,PHP,68,207,3,89,a2lix/TranslationFormBundle,10,0,Utilities,,219
101,a2lix,TranslationFormBundle,actions/checkout,2020-04-03,2020-05-03,11,True,4.0,1,1,3.0,2.0,96.0,1680.0,1.0,1.0,PHP,68,207,0,89,a2lix/TranslationFormBundle,11,0,Utilities,,219
102,a2lix,TranslationFormBundle,actions/checkout,2020-05-03,2020-06-03,12,True,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHP,68,207,0,89,a2lix/TranslationFormBundle,12,0,Utilities,,219
103,a2lix,TranslationFormBundle,actions/checkout,2020-06-03,2020-07-03,13,True,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHP,68,207,0,89,a2lix/TranslationFormBundle,13,0,Utilities,,219
208,aardappel,treesheets,actions/checkout,2019-10-20,2019-11-20,1,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C,26,287,0,83,aardappel/treesheets,1,0,Utilities,,127
209,aardappel,treesheets,actions/checkout,2019-11-20,2019-12-20,2,False,0.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,C,26,287,1,83,aardappel/treesheets,2,0,Utilities,,127
210,aardappel,treesheets,actions/checkout,2019-12-20,2020-01-20,3,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C,26,287,0,83,aardappel/treesheets,3,0,Utilities,,127
211,aardappel,treesheets,actions/checkout,2020-01-20,2020-02-20,4,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C,26,287,0,83,aardappel/treesheets,4,0,Utilities,,127
212,aardappel,treesheets,actions/checkout,2020-02-20,2020-03-20,5,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C,26,287,0,83,aardappel/treesheets,5,0,Utilities,,127
213,aardappel,treesheets,actions/checkout,2020-03-20,2020-04-20,6,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C,26,287,0,83,aardappel/treesheets,6,0,Utilities,,127
215,aardappel,treesheets,actions/checkout,2020-05-21,2020-06-20,8,True,1.0,3,0,2.0,0.0,0.0,0.0,1.0,0.0,C,26,287,2,83,aardappel/treesheets,8,0,Utilities,,127
216,aardappel,treesheets,actions/checkout,2020-06-20,2020-07-21,9,True,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C,26,287,0,83,aardappel/treesheets,9,0,Utilities,,127
217,aardappel,treesheets,actions/checkout,2020-07-21,2020-08-21,10,True,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C,26,287,0,83,aardappel/treesheets,10,0,Utilities,,127
218,aardappel,treesheets,actions/checkout,2020-08-21,2020-09-20,11,True,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C,26,287,0,83,aardappel/treesheets,11,0,Utilities,,127
219,aardappel,treesheets,actions/checkout,2020-09-20,2020-10-21,12,True,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C,26,287,0,83,aardappel/treesheets,12,0,Utilities,,127
220,aardappel,treesheets,actions/checkout,2020-10-21,2020-11-20,13,True,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C,26,287,0,83,aardappel/treesheets,13,0,Utilities,,127
286,abrensch,brouter,actions/checkout,2019-07-12,2019-08-11,1,False,0.0,3,2,0.0,1.5,24.0,8232.0,1.0,3.0,Java,30,535,4,72,abrensch/brouter,1,0,Utilities,,182
287,abrensch,brouter,actions/checkout,2019-08-11,2019-09-11,2,False,0.0,3,0,0.0,0.0,144.0,0.0,1.0,0.0,Java,30,535,6,72,abrensch/brouter,2,0,Utilities,,182
288,abrensch,brouter,actions/checkout,2019-09-11,2019-10-12,3,False,0.0,6,1,2.0,2.0,96.0,0.0,3.5,1.0,Java,30,535,5,72,abrensch/brouter,3,0,Utilities,,182
289,abrensch,brouter,actions/checkout,2019-10-12,2019-11-11,4,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Java,30,535,0,72,abrensch/brouter,4,0,Utilities,,182
290,abrensch,brouter,actions/checkout,2019-11-11,2019-12-12,5,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Java,30,535,0,72,abrensch/brouter,5,0,Utilities,,182
291,abrensch,brouter,actions/checkout,2019-12-12,2020-01-11,6,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Java,30,535,0,72,abrensch/brouter,6,0,Utilities,,182
293,abrensch,brouter,actions/checkout,2020-02-12,2020-03-12,8,True,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Java,30,535,0,72,abrensch/brouter,8,0,Utilities,,182
294,abrensch,brouter,actions/checkout,2020-03-12,2020-04-12,9,True,2.0,1,0,0.0,0.0,24.0,0.0,1.0,0.0,Java,30,535,2,72,abrensch/brouter,9,0,Utilities,,182
295,abrensch,brouter,actions/checkout,2020-04-12,2020-05-12,10,True,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Java,30,535,0,72,abrensch/brouter,10,0,Utilities,,182
296,abrensch,brouter,actions/checkout,2020-05-12,2020-06-12,11,True,4.0,1,0,1.0,0.0,360.0,0.0,7.0,0.0,Java,30,535,4,72,abrensch/brouter,11,0,Utilities,,182
297,abrensch,brouter,actions/checkout,2020-06-12,2020-07-12,12,True,5.0,2,1,1.0,1.0,120.0,360.0,4.5,1.0,Java,30,535,5,72,abrensch/brouter,12,0,Utilities,,182
298,abrensch,brouter,actions/checkout,2020-07-12,2020-08-12,13,True,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Java,30,535,0,72,abrensch/brouter,13,0,Utilities,,182
312,acroucher,FRUITPy,actions/checkout,2019-08-18,2019-09-18,1,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,5,91,0,62,acroucher/FRUITPy,1,0,Utilities,,5
313,acroucher,FRUITPy,actions/checkout,2019-09-18,2019-10-18,2,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,5,91,0,62,acroucher/FRUITPy,2,0,Utilities,,5
314,acroucher,FRUITPy,actions/checkout,2019-10-18,2019-11-18,3,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,5,91,1,62,acroucher/FRUITPy,3,0,Utilities,,5
315,acroucher,FRUITPy,actions/checkout,2019-11-18,2019-12-18,4,False,0.0,1,0,1.0,0.0,72.0,0.0,1.0,0.0,Python,5,91,0,62,acroucher/FRUITPy,4,0,Utilities,,5
316,acroucher,FRUITPy,actions/checkout,2019-12-18,2020-01-18,5,False,0.0,1,0,0.0,0.0,48.0,0.0,1.0,0.0,Python,5,91,1,62,acroucher/FRUITPy,5,0,Utilities,,5
317,acroucher,FRUITPy,actions/checkout,2020-01-18,2020-02-18,6,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,5,91,0,62,acroucher/FRUITPy,6,0,Utilities,,5
319,acroucher,FRUITPy,actions/checkout,2020-03-19,2020-04-18,8,True,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,5,91,0,62,acroucher/FRUITPy,8,0,Utilities,,5
320,acroucher,FRUITPy,actions/checkout,2020-04-18,2020-05-19,9,True,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,5,91,0,62,acroucher/FRUITPy,9,0,Utilities,,5
321,acroucher,FRUITPy,actions/checkout,2020-05-19,2020-06-18,10,True,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,5,91,0,62,acroucher/FRUITPy,10,0,Utilities,,5
322,acroucher,FRUITPy,actions/checkout,2020-06-18,2020-07-19,11,True,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,5,91,0,62,acroucher/FRUITPy,11,0,Utilities,,5
323,acroucher,FRUITPy,actions/checkout,2020-07-19,2020-08-19,12,True,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,5,91,0,62,acroucher/FRUITPy,12,0,Utilities,,5
324,acroucher,FRUITPy,actions/checkout,2020-08-19,2020-09-18,13,True,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,5,91,0,62,acroucher/FRUITPy,13,0,Utilities,,5
338,adobe-type-tools,afdko,actions/checkout,2019-08-17,2019-09-17,1,False,0.0,34,0,0.0,0.0,0.0,0.0,1.0,0.0,C,43,2032,34,65,adobe-type-tools/afdko,1,0,Utilities,,548
339,adobe-type-tools,afdko,actions/checkout,2019-09-17,2019-10-17,2,False,0.0,17,1,0.0,1.0,0.0,1008.0,1.0,0.0,C,43,2032,21,65,adobe-type-tools/afdko,2,0,Utilities,,548
340,adobe-type-tools,afdko,actions/checkout,2019-10-17,2019-11-17,3,False,0.0,11,0,1.0,0.0,24.0,0.0,1.0,0.0,C,43,2032,8,65,adobe-type-tools/afdko,3,0,Utilities,,548
341,adobe-type-tools,afdko,actions/checkout,2019-11-17,2019-12-17,4,False,0.0,33,1,0.0,0.0,0.0,0.0,1.0,1.0,C,43,2032,33,65,adobe-type-tools/afdko,4,0,Utilities,,548
342,adobe-type-tools,afdko,actions/checkout,2019-12-17,2020-01-17,5,False,0.0,7,0,0.0,0.0,0.0,0.0,1.0,0.0,C,43,2032,7,65,adobe-type-tools/afdko,5,0,Utilities,,548
343,adobe-type-tools,afdko,actions/checkout,2020-01-17,2020-02-17,6,False,0.0,3,0,0.0,0.0,0.0,0.0,1.0,0.0,C,43,2032,3,65,adobe-type-tools/afdko,6,0,Utilities,,548
345,adobe-type-tools,afdko,actions/checkout,2020-03-18,2020-04-17,8,True,1.0,7,0,0.0,0.0,0.0,0.0,1.0,0.0,C,43,2032,7,65,adobe-type-tools/afdko,8,0,Utilities,,548
346,adobe-type-tools,afdko,actions/checkout,2020-04-17,2020-05-18,9,True,2.0,9,0,0.0,0.0,0.0,0.0,2.0,0.0,C,43,2032,10,65,adobe-type-tools/afdko,9,0,Utilities,,548
347,adobe-type-tools,afdko,actions/checkout,2020-05-18,2020-06-17,10,True,3.0,21,0,0.0,0.0,24.0,0.0,2.0,0.0,C,43,2032,21,65,adobe-type-tools/afdko,10,0,Utilities,,548
348,adobe-type-tools,afdko,actions/checkout,2020-06-17,2020-07-18,11,True,4.0,15,0,0.0,0.0,0.0,0.0,1.0,0.0,C,43,2032,15,65,adobe-type-tools/afdko,11,0,Utilities,,548
349,adobe-type-tools,afdko,actions/checkout,2020-07-18,2020-08-18,12,True,5.0,9,1,0.0,1.0,0.0,144.0,3.0,1.0,C,43,2032,12,65,adobe-type-tools/afdko,12,0,Utilities,,548
350,adobe-type-tools,afdko,actions/checkout,2020-08-18,2020-09-17,13,True,6.0,10,1,0.0,9.0,72.0,2352.0,1.0,6.0,C,43,2032,8,65,adobe-type-tools/afdko,13,0,Utilities,,548
390,aerogear,aerogear-unifiedpush-server,actions/checkout,2019-08-01,2019-09-01,1,False,0.0,6,0,1.0,0.0,108.0,0.0,2.0,0.0,Java,71,3308,5,80,aerogear/aerogear-unifiedpush-server,1,0,Utilities,,1
391,aerogear,aerogear-unifiedpush-server,actions/checkout,2019-09-01,2019-10-02,2,False,0.0,9,1,0.0,4.0,0.0,168.0,1.0,2.0,Java,71,3308,10,80,aerogear/aerogear-unifiedpush-server,2,0,Utilities,,1
392,aerogear,aerogear-unifiedpush-server,actions/checkout,2019-10-02,2019-11-01,3,False,0.0,5,0,0.0,0.0,72.0,0.0,1.0,0.0,Java,71,3308,6,80,aerogear/aerogear-unifiedpush-server,3,0,Utilities,,1
393,aerogear,aerogear-unifiedpush-server,actions/checkout,2019-11-01,2019-12-02,4,False,0.0,1,0,0.0,0.0,24.0,0.0,2.0,0.0,Java,71,3308,2,80,aerogear/aerogear-unifiedpush-server,4,0,Utilities,,1
394,aerogear,aerogear-unifiedpush-server,actions/checkout,2019-12-02,2020-01-01,5,False,0.0,3,1,0.0,4.0,48.0,504.0,2.0,2.0,Java,71,3308,3,80,aerogear/aerogear-unifiedpush-server,5,0,Utilities,,1
395,aerogear,aerogear-unifiedpush-server,actions/checkout,2020-01-01,2020-02-01,6,False,0.0,6,1,0.5,0.0,132.0,0.0,3.5,3.0,Java,71,3308,9,80,aerogear/aerogear-unifiedpush-server,6,0,Utilities,,1
397,aerogear,aerogear-unifiedpush-server,actions/checkout,2020-03-02,2020-04-02,8,True,1.0,6,4,0.5,0.0,72.0,0.0,1.5,75.5,Java,71,3308,9,80,aerogear/aerogear-unifiedpush-server,8,0,Utilities,,1
398,aerogear,aerogear-unifiedpush-server,actions/checkout,2020-04-02,2020-05-02,9,True,2.0,5,2,0.0,0.0,48.0,0.0,1.0,2.5,Java,71,3308,7,80,aerogear/aerogear-unifiedpush-server,9,0,Utilities,,1
399,aerogear,aerogear-unifiedpush-server,actions/checkout,2020-05-02,2020-06-02,10,True,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Java,71,3308,1,80,aerogear/aerogear-unifiedpush-server,10,0,Utilities,,1
400,aerogear,aerogear-unifiedpush-server,actions/checkout,2020-06-02,2020-07-02,11,True,4.0,7,3,1.0,1.0,144.0,1320.0,2.0,1.0,Java,71,3308,8,80,aerogear/aerogear-unifiedpush-server,11,0,Utilities,,1
401,aerogear,aerogear-unifiedpush-server,actions/checkout,2020-07-02,2020-08-02,12,True,5.0,5,1,0.0,1.0,48.0,216.0,1.0,1.0,Java,71,3308,5,80,aerogear/aerogear-unifiedpush-server,12,0,Utilities,,1
402,aerogear,aerogear-unifiedpush-server,actions/checkout,2020-08-02,2020-09-02,13,True,6.0,3,1,0.0,1.0,0.0,1008.0,1.0,1.0,Java,71,3308,3,80,aerogear/aerogear-unifiedpush-server,13,0,Utilities,,1
468,aharpole,rsstube,actions/checkout,2019-04-24,2019-05-24,1,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,3,38,0,69,aharpole/rsstube,1,0,Utilities,,3
469,aharpole,rsstube,actions/checkout,2019-05-24,2019-06-24,2,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,3,38,0,69,aharpole/rsstube,2,0,Utilities,,3
470,aharpole,rsstube,actions/checkout,2019-06-24,2019-07-24,3,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,3,38,0,69,aharpole/rsstube,3,0,Utilities,,3
471,aharpole,rsstube,actions/checkout,2019-07-24,2019-08-24,4,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,3,38,0,69,aharpole/rsstube,4,0,Utilities,,3
472,aharpole,rsstube,actions/checkout,2019-08-24,2019-09-24,5,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,3,38,0,69,aharpole/rsstube,5,0,Utilities,,3
473,aharpole,rsstube,actions/checkout,2019-09-24,2019-10-24,6,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,3,38,0,69,aharpole/rsstube,6,0,Utilities,,3
475,aharpole,rsstube,actions/checkout,2019-11-24,2019-12-25,8,True,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,3,38,1,69,aharpole/rsstube,8,0,Utilities,,3
476,aharpole,rsstube,actions/checkout,2019-12-25,2020-01-25,9,True,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,3,38,0,69,aharpole/rsstube,9,0,Utilities,,3
477,aharpole,rsstube,actions/checkout,2020-01-25,2020-02-23,10,True,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,3,38,0,69,aharpole/rsstube,10,0,Utilities,,3
478,aharpole,rsstube,actions/checkout,2020-02-23,2020-03-25,11,True,4.0,3,5,0.0,1.0,0.0,0.0,2.0,1.0,Ruby,3,38,6,69,aharpole/rsstube,11,0,Utilities,,3
479,aharpole,rsstube,actions/checkout,2020-03-25,2020-04-24,12,True,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,3,38,0,69,aharpole/rsstube,12,0,Utilities,,3
480,aharpole,rsstube,actions/checkout,2020-04-24,2020-05-25,13,True,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,3,38,0,69,aharpole/rsstube,13,0,Utilities,,3
520,ai,sitnik.ru,actions/checkout,2019-05-12,2019-06-11,1,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,7,821,0,10,ai/sitnik.ru,1,0,Utilities,,0
521,ai,sitnik.ru,actions/checkout,2019-06-11,2019-07-12,2,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,7,821,0,10,ai/sitnik.ru,2,0,Utilities,,0
522,ai,sitnik.ru,actions/checkout,2019-07-12,2019-08-11,3,False,0.0,1,0,0.0,0.0,24.0,0.0,1.0,0.0,Ruby,7,821,1,10,ai/sitnik.ru,3,0,Utilities,,0
523,ai,sitnik.ru,actions/checkout,2019-08-11,2019-09-11,4,False,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,Ruby,7,821,1,10,ai/sitnik.ru,4,0,Utilities,,0
524,ai,sitnik.ru,actions/checkout,2019-09-11,2019-10-12,5,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,7,821,0,10,ai/sitnik.ru,5,0,Utilities,,0
525,ai,sitnik.ru,actions/checkout,2019-10-12,2019-11-11,6,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,7,821,0,10,ai/sitnik.ru,6,0,Utilities,,0
527,ai,sitnik.ru,actions/checkout,2019-12-12,2020-01-12,8,True,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,7,821,0,10,ai/sitnik.ru,8,0,Utilities,,0
528,ai,sitnik.ru,actions/checkout,2020-01-12,2020-02-12,9,True,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,7,821,0,10,ai/sitnik.ru,9,0,Utilities,,0
529,ai,sitnik.ru,actions/checkout,2020-02-12,2020-03-12,10,True,3.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,Ruby,7,821,1,10,ai/sitnik.ru,10,0,Utilities,,0
530,ai,sitnik.ru,actions/checkout,2020-03-12,2020-04-12,11,True,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,7,821,0,10,ai/sitnik.ru,11,0,Utilities,,0
531,ai,sitnik.ru,actions/checkout,2020-04-12,2020-05-12,12,True,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,7,821,0,10,ai/sitnik.ru,12,0,Utilities,,0
