level_0,owner,repo,action,month_start,month_end,time,intervention,time_after_intervention,merged,nonmerged,comments_merged,comments_nonmerged,close_time_merged,close_time_nonmerged,commits_merged,commits_nonmerged,lang,total_number_pr_authors,commits,opened,age_at_bot,name,index,bot_comments,action_primary_category,action_secondary_category,total_number_issues
29784,python,cpython,actions/checkout,2019-07-01,2019-07-31,2,False,0.0,404,67,3.0,3.0,0.0,48.0,1.0,1.0,Python,2642,99709,537,34,python/cpython,2,0,Utilities,,0
29785,python,cpython,actions/checkout,2019-07-31,2019-08-31,3,False,0.0,458,89,3.0,2.0,0.0,120.0,1.0,1.0,Python,2642,99709,594,34,python/cpython,3,0,Utilities,,0
29786,python,cpython,actions/checkout,2019-08-31,2019-10-01,4,False,0.0,893,135,2.0,3.0,0.0,840.0,1.0,1.0,Python,2642,99709,876,34,python/cpython,4,0,Utilities,,0
29787,python,cpython,actions/checkout,2019-10-01,2019-10-31,5,False,0.0,398,66,2.0,2.0,0.0,24.0,1.0,1.0,Python,2642,99709,503,34,python/cpython,5,0,Utilities,,0
29788,python,cpython,actions/checkout,2019-10-31,2019-12-01,6,False,0.0,333,49,2.0,3.0,0.0,48.0,1.0,1.0,Python,2642,99709,413,34,python/cpython,6,0,Utilities,,0
29790,python,cpython,actions/checkout,2020-01-01,2020-02-01,8,True,1.0,395,142,3.0,3.0,0.0,2004.0,1.0,1.0,Python,2642,99709,524,34,python/cpython,8,0,Utilities,,0
29791,python,cpython,actions/checkout,2020-02-01,2020-03-01,9,True,2.0,311,72,3.0,2.0,0.0,24.0,1.0,2.0,Python,2642,99709,419,34,python/cpython,9,0,Utilities,,0
29792,python,cpython,actions/checkout,2020-03-01,2020-04-01,10,True,3.0,446,86,2.0,2.0,0.0,48.0,1.0,1.0,Python,2642,99709,548,34,python/cpython,10,0,Utilities,,0
29793,python,cpython,actions/checkout,2020-04-01,2020-05-01,11,True,4.0,405,81,2.0,2.0,0.0,24.0,1.0,1.0,Python,2642,99709,556,34,python/cpython,11,0,Utilities,,0
29794,python,cpython,actions/checkout,2020-05-01,2020-06-01,12,True,5.0,588,116,2.0,3.0,0.0,228.0,1.0,1.0,Python,2642,99709,734,34,python/cpython,12,0,Utilities,,0
29795,python,cpython,actions/checkout,2020-06-01,2020-07-01,13,True,6.0,547,97,2.0,3.0,0.0,24.0,1.0,1.0,Python,2642,99709,684,34,python/cpython,13,0,Utilities,,0
29835,python-pillow,Pillow,actions/checkout,2019-02-15,2019-03-15,1,False,0.0,40,12,0.0,2.0,132.0,1248.0,1.0,1.0,Python,408,10945,38,85,python-pillow/Pillow,1,0,Utilities,,2052
29836,python-pillow,Pillow,actions/checkout,2019-03-15,2019-04-15,2,False,0.0,48,2,0.0,3.5,108.0,10404.0,1.0,2.0,Python,408,10945,46,85,python-pillow/Pillow,2,0,Utilities,,2052
29837,python-pillow,Pillow,actions/checkout,2019-04-15,2019-05-15,3,False,0.0,33,2,0.0,1.0,48.0,444.0,1.0,46.0,Python,408,10945,33,85,python-pillow/Pillow,3,0,Utilities,,2052
29838,python-pillow,Pillow,actions/checkout,2019-05-15,2019-06-15,4,False,0.0,18,2,0.0,2.0,36.0,24.0,1.0,1.0,Python,408,10945,32,85,python-pillow/Pillow,4,0,Utilities,,2052
29839,python-pillow,Pillow,actions/checkout,2019-06-15,2019-07-15,5,False,0.0,62,5,1.0,1.0,72.0,96.0,1.0,2.0,Python,408,10945,48,85,python-pillow/Pillow,5,0,Utilities,,2052
29840,python-pillow,Pillow,actions/checkout,2019-07-15,2019-08-15,6,False,0.0,13,2,1.0,2.5,24.0,14388.0,1.0,3.0,Python,408,10945,23,85,python-pillow/Pillow,6,0,Utilities,,2052
29842,python-pillow,Pillow,actions/checkout,2019-09-15,2019-10-16,8,True,1.0,48,5,0.0,4.0,12.0,0.0,1.0,2.0,Python,408,10945,55,85,python-pillow/Pillow,8,0,Utilities,,2052
29843,python-pillow,Pillow,actions/checkout,2019-10-16,2019-11-15,9,True,2.0,39,3,0.0,1.0,24.0,24.0,1.0,1.0,Python,408,10945,44,85,python-pillow/Pillow,9,0,Utilities,,2052
29844,python-pillow,Pillow,actions/checkout,2019-11-15,2019-12-16,10,True,3.0,31,0,1.0,0.0,96.0,0.0,2.0,0.0,Python,408,10945,31,85,python-pillow/Pillow,10,0,Utilities,,2052
29845,python-pillow,Pillow,actions/checkout,2019-12-16,2020-01-16,11,True,4.0,57,2,0.0,2.0,0.0,0.0,1.0,1.0,Python,408,10945,62,85,python-pillow/Pillow,11,0,Utilities,,2052
29846,python-pillow,Pillow,actions/checkout,2020-01-16,2020-02-14,12,True,5.0,31,4,1.0,1.5,24.0,540.0,1.0,1.0,Python,408,10945,39,85,python-pillow/Pillow,12,0,Utilities,,2052
29847,python-pillow,Pillow,actions/checkout,2020-02-14,2020-03-16,13,True,6.0,40,2,1.0,1.5,48.0,12.0,1.0,1.0,Python,408,10945,38,85,python-pillow/Pillow,13,0,Utilities,,2052
29900,pythonkr,pyconkr,actions/checkout,2019-08-06,2019-09-06,1,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,8,1549,0,0,pythonkr/pyconkr,1,0,Utilities,,54
29901,pythonkr,pyconkr,actions/checkout,2019-09-06,2019-10-07,2,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,8,1549,0,0,pythonkr/pyconkr,2,0,Utilities,,54
29902,pythonkr,pyconkr,actions/checkout,2019-10-07,2019-11-06,3,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,8,1549,0,0,pythonkr/pyconkr,3,0,Utilities,,54
29903,pythonkr,pyconkr,actions/checkout,2019-11-06,2019-12-07,4,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,8,1549,0,0,pythonkr/pyconkr,4,0,Utilities,,54
29904,pythonkr,pyconkr,actions/checkout,2019-12-07,2020-01-06,5,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,8,1549,0,0,pythonkr/pyconkr,5,0,Utilities,,54
29905,pythonkr,pyconkr,actions/checkout,2020-01-06,2020-02-06,6,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,8,1549,0,0,pythonkr/pyconkr,6,0,Utilities,,54
29907,pythonkr,pyconkr,actions/checkout,2020-03-07,2020-04-07,8,True,1.0,6,0,0.0,0.0,0.0,0.0,2.0,0.0,Python,8,1549,6,0,pythonkr/pyconkr,8,0,Utilities,,54
29908,pythonkr,pyconkr,actions/checkout,2020-04-07,2020-05-07,9,True,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,8,1549,0,0,pythonkr/pyconkr,9,0,Utilities,,54
29909,pythonkr,pyconkr,actions/checkout,2020-05-07,2020-06-07,10,True,3.0,4,1,0.0,1.0,12.0,0.0,2.5,5.0,Python,8,1549,6,0,pythonkr/pyconkr,10,0,Utilities,,54
29910,pythonkr,pyconkr,actions/checkout,2020-06-07,2020-07-07,11,True,4.0,15,1,0.0,0.0,0.0,0.0,3.0,23.0,Python,8,1549,15,0,pythonkr/pyconkr,11,0,Utilities,,54
29911,pythonkr,pyconkr,actions/checkout,2020-07-07,2020-08-07,12,True,5.0,16,0,0.0,0.0,0.0,0.0,2.5,0.0,Python,8,1549,16,0,pythonkr/pyconkr,12,0,Utilities,,54
29912,pythonkr,pyconkr,actions/checkout,2020-08-07,2020-09-07,13,True,6.0,44,2,0.0,1.0,0.0,0.0,2.0,3.0,Python,8,1549,46,0,pythonkr/pyconkr,13,0,Utilities,,54
29991,PyYoshi,cChardet,actions/checkout,2019-08-31,2019-10-01,1,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C++,11,262,0,81,PyYoshi/cChardet,1,0,Utilities,,44
29992,PyYoshi,cChardet,actions/checkout,2019-10-01,2019-10-31,2,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C++,11,262,0,81,PyYoshi/cChardet,2,0,Utilities,,44
29993,PyYoshi,cChardet,actions/checkout,2019-10-31,2019-12-01,3,False,0.0,1,0,3.0,0.0,72.0,0.0,1.0,0.0,C++,11,262,3,81,PyYoshi/cChardet,3,0,Utilities,,44
29994,PyYoshi,cChardet,actions/checkout,2019-12-01,2019-12-31,4,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C++,11,262,0,81,PyYoshi/cChardet,4,0,Utilities,,44
29995,PyYoshi,cChardet,actions/checkout,2019-12-31,2020-01-31,5,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C++,11,262,0,81,PyYoshi/cChardet,5,0,Utilities,,44
29996,PyYoshi,cChardet,actions/checkout,2020-01-31,2020-03-02,6,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C++,11,262,1,81,PyYoshi/cChardet,6,0,Utilities,,44
29998,PyYoshi,cChardet,actions/checkout,2020-04-01,2020-05-01,8,True,1.0,1,1,0.0,2.0,48.0,3120.0,1.0,1.0,C++,11,262,0,81,PyYoshi/cChardet,8,0,Utilities,,44
29999,PyYoshi,cChardet,actions/checkout,2020-05-01,2020-06-01,9,True,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C++,11,262,1,81,PyYoshi/cChardet,9,0,Utilities,,44
30000,PyYoshi,cChardet,actions/checkout,2020-06-01,2020-07-01,10,True,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C++,11,262,0,81,PyYoshi/cChardet,10,0,Utilities,,44
30001,PyYoshi,cChardet,actions/checkout,2020-07-01,2020-08-01,11,True,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C++,11,262,0,81,PyYoshi/cChardet,11,0,Utilities,,44
30002,PyYoshi,cChardet,actions/checkout,2020-08-01,2020-09-01,12,True,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C++,11,262,0,81,PyYoshi/cChardet,12,0,Utilities,,44
30003,PyYoshi,cChardet,actions/checkout,2020-09-01,2020-10-01,13,True,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C++,11,262,0,81,PyYoshi/cChardet,13,0,Utilities,,44
30095,qpdf,qpdf,google/oss-fuzz/infra/cifuzz/actions/build_fuzzers,2019-08-05,2019-09-05,1,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C++,31,1718,1,88,qpdf/qpdf,1,0,,,411
30096,qpdf,qpdf,google/oss-fuzz/infra/cifuzz/actions/build_fuzzers,2019-09-05,2019-10-06,2,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C++,31,1718,5,88,qpdf/qpdf,2,0,,,411
30097,qpdf,qpdf,google/oss-fuzz/infra/cifuzz/actions/build_fuzzers,2019-10-06,2019-11-05,3,False,0.0,2,6,5.5,5.5,36.0,564.0,5.5,5.0,C++,31,1718,3,88,qpdf/qpdf,3,0,,,411
30098,qpdf,qpdf,google/oss-fuzz/infra/cifuzz/actions/build_fuzzers,2019-11-05,2019-12-06,4,False,0.0,1,1,1.0,12.0,0.0,1560.0,1.0,1.0,C++,31,1718,3,88,qpdf/qpdf,4,0,,,411
30099,qpdf,qpdf,google/oss-fuzz/infra/cifuzz/actions/build_fuzzers,2019-12-06,2020-01-05,5,False,0.0,1,0,2.0,0.0,552.0,0.0,1.0,0.0,C++,31,1718,0,88,qpdf/qpdf,5,0,,,411
30100,qpdf,qpdf,google/oss-fuzz/infra/cifuzz/actions/build_fuzzers,2020-01-05,2020-02-05,6,False,0.0,0,1,0.0,2.0,0.0,1128.0,0.0,6.0,C++,31,1718,0,88,qpdf/qpdf,6,0,,,411
30102,qpdf,qpdf,google/oss-fuzz/infra/cifuzz/actions/build_fuzzers,2020-03-06,2020-04-06,8,True,1.0,2,1,1.0,6.0,204.0,672.0,1.0,1.0,C++,31,1718,3,88,qpdf/qpdf,8,0,,,411
30103,qpdf,qpdf,google/oss-fuzz/infra/cifuzz/actions/build_fuzzers,2020-04-06,2020-05-06,9,True,2.0,1,1,5.0,4.0,0.0,24.0,2.0,1.0,C++,31,1718,3,88,qpdf/qpdf,9,0,,,411
30104,qpdf,qpdf,google/oss-fuzz/infra/cifuzz/actions/build_fuzzers,2020-05-06,2020-06-06,10,True,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C++,31,1718,0,88,qpdf/qpdf,10,0,,,411
30105,qpdf,qpdf,google/oss-fuzz/infra/cifuzz/actions/build_fuzzers,2020-06-06,2020-07-06,11,True,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C++,31,1718,4,88,qpdf/qpdf,11,0,,,411
30106,qpdf,qpdf,google/oss-fuzz/infra/cifuzz/actions/build_fuzzers,2020-07-06,2020-08-06,12,True,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C++,31,1718,0,88,qpdf/qpdf,12,0,,,411
30107,qpdf,qpdf,google/oss-fuzz/infra/cifuzz/actions/build_fuzzers,2020-08-06,2020-09-06,13,True,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C++,31,1718,0,88,qpdf/qpdf,13,0,,,411
30134,quakenet,newserv,actions/checkout,2019-09-26,2019-10-26,1,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C,9,1859,0,51,quakenet/newserv,1,0,Utilities,,35
30135,quakenet,newserv,actions/checkout,2019-10-26,2019-11-26,2,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C,9,1859,0,51,quakenet/newserv,2,0,Utilities,,35
30136,quakenet,newserv,actions/checkout,2019-11-26,2019-12-26,3,False,0.0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,C,9,1859,2,51,quakenet/newserv,3,0,Utilities,,35
30137,quakenet,newserv,actions/checkout,2019-12-26,2020-01-26,4,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C,9,1859,0,51,quakenet/newserv,4,0,Utilities,,35
30138,quakenet,newserv,actions/checkout,2020-01-26,2020-02-26,5,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C,9,1859,0,51,quakenet/newserv,5,0,Utilities,,35
30139,quakenet,newserv,actions/checkout,2020-02-26,2020-03-26,6,False,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,C,9,1859,1,51,quakenet/newserv,6,0,Utilities,,35
30141,quakenet,newserv,actions/checkout,2020-04-26,2020-05-27,8,True,1.0,3,0,0.0,0.0,0.0,0.0,1.0,0.0,C,9,1859,3,51,quakenet/newserv,8,0,Utilities,,35
30142,quakenet,newserv,actions/checkout,2020-05-27,2020-06-26,9,True,2.0,1,0,1.0,0.0,0.0,0.0,2.0,0.0,C,9,1859,1,51,quakenet/newserv,9,0,Utilities,,35
30143,quakenet,newserv,actions/checkout,2020-06-26,2020-07-27,10,True,3.0,4,0,0.0,0.0,0.0,0.0,1.5,0.0,C,9,1859,4,51,quakenet/newserv,10,0,Utilities,,35
30144,quakenet,newserv,actions/checkout,2020-07-27,2020-08-27,11,True,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C,9,1859,0,51,quakenet/newserv,11,0,Utilities,,35
30145,quakenet,newserv,actions/checkout,2020-08-27,2020-09-26,12,True,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C,9,1859,0,51,quakenet/newserv,12,0,Utilities,,35
30146,quakenet,newserv,actions/checkout,2020-09-26,2020-10-27,13,True,6.0,4,1,0.0,1.0,0.0,0.0,1.0,5.0,C,9,1859,6,51,quakenet/newserv,13,0,Utilities,,35
30147,quantopian,pgcontents,actions/checkout,2019-07-15,2019-08-14,1,False,0.0,4,1,0.5,1.0,12.0,0.0,2.0,11.0,Python,14,146,5,62,quantopian/pgcontents,1,0,Utilities,,32
30148,quantopian,pgcontents,actions/checkout,2019-08-14,2019-09-14,2,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,14,146,0,62,quantopian/pgcontents,2,0,Utilities,,32
30149,quantopian,pgcontents,actions/checkout,2019-09-14,2019-10-15,3,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,14,146,0,62,quantopian/pgcontents,3,0,Utilities,,32
30150,quantopian,pgcontents,actions/checkout,2019-10-15,2019-11-14,4,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,14,146,0,62,quantopian/pgcontents,4,0,Utilities,,32
30151,quantopian,pgcontents,actions/checkout,2019-11-14,2019-12-15,5,False,0.0,0,1,0.0,0.0,0.0,0.0,0.0,27.0,Python,14,146,1,62,quantopian/pgcontents,5,0,Utilities,,32
30152,quantopian,pgcontents,actions/checkout,2019-12-15,2020-01-14,6,False,0.0,1,0,0.0,0.0,0.0,0.0,3.0,0.0,Python,14,146,1,62,quantopian/pgcontents,6,0,Utilities,,32
30154,quantopian,pgcontents,actions/checkout,2020-02-14,2020-03-15,8,True,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,14,146,0,62,quantopian/pgcontents,8,0,Utilities,,32
30155,quantopian,pgcontents,actions/checkout,2020-03-15,2020-04-15,9,True,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,14,146,0,62,quantopian/pgcontents,9,0,Utilities,,32
30156,quantopian,pgcontents,actions/checkout,2020-04-15,2020-05-15,10,True,3.0,1,0,4.0,0.0,2160.0,0.0,1.0,0.0,Python,14,146,0,62,quantopian/pgcontents,10,0,Utilities,,32
30157,quantopian,pgcontents,actions/checkout,2020-05-15,2020-06-15,11,True,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,14,146,1,62,quantopian/pgcontents,11,0,Utilities,,32
30158,quantopian,pgcontents,actions/checkout,2020-06-15,2020-07-15,12,True,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,14,146,0,62,quantopian/pgcontents,12,0,Utilities,,32
30159,quantopian,pgcontents,actions/checkout,2020-07-15,2020-08-15,13,True,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,14,146,0,62,quantopian/pgcontents,13,0,Utilities,,32
30199,querydsl,querydsl,actions/checkout,2019-10-22,2019-11-22,1,False,0.0,3,0,1.0,0.0,24.0,0.0,1.0,0.0,Java,152,7369,4,101,querydsl/querydsl,1,0,Utilities,,1729
30200,querydsl,querydsl,actions/checkout,2019-11-22,2019-12-22,2,False,0.0,4,0,0.0,0.0,0.0,0.0,1.0,0.0,Java,152,7369,5,101,querydsl/querydsl,2,0,Utilities,,1729
30201,querydsl,querydsl,actions/checkout,2019-12-22,2020-01-22,3,False,0.0,1,0,3.0,0.0,216.0,0.0,1.0,0.0,Java,152,7369,3,101,querydsl/querydsl,3,0,Utilities,,1729
30202,querydsl,querydsl,actions/checkout,2020-01-22,2020-02-22,4,False,0.0,6,0,2.5,0.0,264.0,0.0,1.0,0.0,Java,152,7369,6,101,querydsl/querydsl,4,0,Utilities,,1729
30203,querydsl,querydsl,actions/checkout,2020-02-22,2020-03-22,5,False,0.0,6,0,0.0,0.0,132.0,0.0,1.0,0.0,Java,152,7369,5,101,querydsl/querydsl,5,0,Utilities,,1729
30204,querydsl,querydsl,actions/checkout,2020-03-22,2020-04-22,6,False,0.0,3,0,1.0,0.0,24.0,0.0,1.0,0.0,Java,152,7369,7,101,querydsl/querydsl,6,0,Utilities,,1729
30206,querydsl,querydsl,actions/checkout,2020-05-23,2020-06-22,8,True,1.0,18,13,0.5,3.0,24.0,24456.0,1.5,1.0,Java,152,7369,13,101,querydsl/querydsl,8,0,Utilities,,1729
30207,querydsl,querydsl,actions/checkout,2020-06-22,2020-07-23,9,True,2.0,2,0,5.5,0.0,6480.0,0.0,1.5,0.0,Java,152,7369,2,101,querydsl/querydsl,9,0,Utilities,,1729
30208,querydsl,querydsl,actions/checkout,2020-07-23,2020-08-23,10,True,3.0,7,0,1.0,0.0,2544.0,0.0,1.0,0.0,Java,152,7369,2,101,querydsl/querydsl,10,0,Utilities,,1729
30209,querydsl,querydsl,actions/checkout,2020-08-23,2020-09-22,11,True,4.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,Java,152,7369,3,101,querydsl/querydsl,11,0,Utilities,,1729
30210,querydsl,querydsl,actions/checkout,2020-09-22,2020-10-23,12,True,5.0,3,1,5.0,1.0,1344.0,3744.0,1.0,1.0,Java,152,7369,5,101,querydsl/querydsl,12,0,Utilities,,1729
30211,querydsl,querydsl,actions/checkout,2020-10-23,2020-11-22,13,True,6.0,6,6,0.0,2.0,36.0,16740.0,1.5,2.0,Java,152,7369,17,101,querydsl/querydsl,13,0,Utilities,,1729
30238,qxmpp-project,qxmpp,actions/checkout,2019-09-07,2019-10-08,1,False,0.0,2,0,6.5,0.0,1476.0,0.0,1.0,0.0,C++,34,2606,1,72,qxmpp-project/qxmpp,1,0,Utilities,,140
30239,qxmpp-project,qxmpp,actions/checkout,2019-10-08,2019-11-07,2,False,0.0,14,1,1.0,1.0,36.0,28032.0,1.0,2.0,C++,34,2606,10,72,qxmpp-project/qxmpp,2,0,Utilities,,140
30240,qxmpp-project,qxmpp,actions/checkout,2019-11-07,2019-12-08,3,False,0.0,2,0,1.5,0.0,240.0,0.0,4.5,0.0,C++,34,2606,5,72,qxmpp-project/qxmpp,3,0,Utilities,,140
30241,qxmpp-project,qxmpp,actions/checkout,2019-12-08,2020-01-07,4,False,0.0,5,0,2.0,0.0,48.0,0.0,1.0,0.0,C++,34,2606,4,72,qxmpp-project/qxmpp,4,0,Utilities,,140
30242,qxmpp-project,qxmpp,actions/checkout,2020-01-07,2020-02-07,5,False,0.0,13,3,1.0,4.0,0.0,14928.0,2.0,1.0,C++,34,2606,12,72,qxmpp-project/qxmpp,5,0,Utilities,,140
30243,qxmpp-project,qxmpp,actions/checkout,2020-02-07,2020-03-09,6,False,0.0,7,2,1.0,5.0,0.0,29952.0,1.0,1.0,C++,34,2606,7,72,qxmpp-project/qxmpp,6,0,Utilities,,140
30245,qxmpp-project,qxmpp,actions/checkout,2020-04-08,2020-05-08,8,True,1.0,2,0,1.0,0.0,24.0,0.0,1.0,0.0,C++,34,2606,4,72,qxmpp-project/qxmpp,8,0,Utilities,,140
30246,qxmpp-project,qxmpp,actions/checkout,2020-05-08,2020-06-08,9,True,2.0,1,0,3.0,0.0,24.0,0.0,2.0,0.0,C++,34,2606,2,72,qxmpp-project/qxmpp,9,0,Utilities,,140
30247,qxmpp-project,qxmpp,actions/checkout,2020-06-08,2020-07-08,10,True,3.0,2,0,1.5,0.0,24.0,0.0,3.0,0.0,C++,34,2606,2,72,qxmpp-project/qxmpp,10,0,Utilities,,140
30248,qxmpp-project,qxmpp,actions/checkout,2020-07-08,2020-08-08,11,True,4.0,2,0,1.0,0.0,24.0,0.0,2.0,0.0,C++,34,2606,2,72,qxmpp-project/qxmpp,11,0,Utilities,,140
30249,qxmpp-project,qxmpp,actions/checkout,2020-08-08,2020-09-08,12,True,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,C++,34,2606,0,72,qxmpp-project/qxmpp,12,0,Utilities,,140
30250,qxmpp-project,qxmpp,actions/checkout,2020-09-08,2020-10-08,13,True,6.0,1,1,1.0,6.0,0.0,48.0,2.0,0.0,C++,34,2606,4,72,qxmpp-project/qxmpp,13,0,Utilities,,140
30277,r0x0r,pywebview,actions/stale,2019-04-12,2019-05-13,1,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Python,74,1160,1,45,r0x0r/pywebview,1,0,Utilities,,482
30278,r0x0r,pywebview,actions/stale,2019-05-13,2019-06-12,2,False,0.0,1,1,1.0,10.0,24.0,2856.0,1.0,3.0,Python,74,1160,1,45,r0x0r/pywebview,2,0,Utilities,,482
30279,r0x0r,pywebview,actions/stale,2019-06-12,2019-07-13,3,False,0.0,4,2,0.0,3.0,120.0,3900.0,1.0,2.0,Python,74,1160,4,45,r0x0r/pywebview,3,0,Utilities,,482
30280,r0x0r,pywebview,actions/stale,2019-07-13,2019-08-12,4,False,0.0,5,1,1.0,1.0,24.0,0.0,1.0,1.0,Python,74,1160,8,45,r0x0r/pywebview,4,0,Utilities,,482
30281,r0x0r,pywebview,actions/stale,2019-08-12,2019-09-12,5,False,0.0,1,1,0.0,2.0,72.0,408.0,1.0,2.0,Python,74,1160,1,45,r0x0r/pywebview,5,0,Utilities,,482
30282,r0x0r,pywebview,actions/stale,2019-09-12,2019-10-13,6,False,0.0,4,2,1.5,1.0,84.0,24.0,2.0,1.0,Python,74,1160,8,45,r0x0r/pywebview,6,0,Utilities,,482
30284,r0x0r,pywebview,actions/stale,2019-11-13,2019-12-13,8,True,1.0,7,2,0.0,5.0,48.0,924.0,2.0,3.0,Python,74,1160,6,45,r0x0r/pywebview,8,0,Utilities,,482
30285,r0x0r,pywebview,actions/stale,2019-12-13,2020-01-13,9,True,2.0,1,0,0.0,0.0,192.0,0.0,1.0,0.0,Python,74,1160,2,45,r0x0r/pywebview,9,0,Utilities,,482
30286,r0x0r,pywebview,actions/stale,2020-01-13,2020-02-13,10,True,3.0,2,1,7.0,3.0,936.0,456.0,18.5,1.0,Python,74,1160,3,45,r0x0r/pywebview,10,0,Utilities,,482
30287,r0x0r,pywebview,actions/stale,2020-02-13,2020-03-13,11,True,4.0,3,0,0.0,0.0,48.0,0.0,2.0,0.0,Python,74,1160,2,45,r0x0r/pywebview,11,0,Utilities,,482
30288,r0x0r,pywebview,actions/stale,2020-03-13,2020-04-13,12,True,5.0,4,1,1.0,3.0,72.0,792.0,1.5,1.0,Python,74,1160,6,45,r0x0r/pywebview,12,0,Utilities,,482
30289,r0x0r,pywebview,actions/stale,2020-04-13,2020-05-13,13,True,6.0,5,0,0.0,0.0,72.0,0.0,7.0,0.0,Python,74,1160,5,45,r0x0r/pywebview,13,0,Utilities,,482
30290,radar,by_star,actions/checkout,2019-02-14,2019-03-15,1,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,20,408,0,96,radar/by_star,1,0,Utilities,,49
30291,radar,by_star,actions/checkout,2019-03-15,2019-04-14,2,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,20,408,0,96,radar/by_star,2,0,Utilities,,49
30292,radar,by_star,actions/checkout,2019-04-14,2019-05-15,3,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,20,408,0,96,radar/by_star,3,0,Utilities,,49
30293,radar,by_star,actions/checkout,2019-05-15,2019-06-14,4,False,0.0,1,2,0.0,0.5,144.0,13212.0,23.0,10.0,Ruby,20,408,3,96,radar/by_star,4,0,Utilities,,49
30294,radar,by_star,actions/checkout,2019-06-14,2019-07-15,5,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,20,408,0,96,radar/by_star,5,0,Utilities,,49
30295,radar,by_star,actions/checkout,2019-07-15,2019-08-14,6,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,20,408,0,96,radar/by_star,6,0,Utilities,,49
30297,radar,by_star,actions/checkout,2019-09-15,2019-10-15,8,True,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,20,408,0,96,radar/by_star,8,0,Utilities,,49
30298,radar,by_star,actions/checkout,2019-10-15,2019-11-15,9,True,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,20,408,0,96,radar/by_star,9,0,Utilities,,49
30299,radar,by_star,actions/checkout,2019-11-15,2019-12-15,10,True,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,20,408,0,96,radar/by_star,10,0,Utilities,,49
30300,radar,by_star,actions/checkout,2019-12-15,2020-01-15,11,True,4.0,1,0,1.0,0.0,24.0,0.0,1.0,0.0,Ruby,20,408,1,96,radar/by_star,11,0,Utilities,,49
